alpha0,alpha1,alpha2,alpha3,Cx0Mean,Cy0Mean,Cm0Mean, Cx1Mean,Cy1Mean,Cm1Mean, Cx2Mean,Cy2Mean,Cm2Mean, Cx3Mean,Cy3Mean,Cm3Mean,Flag,,,SumCx,SumCy
3,-6,-4,-14,2.008963,1.264796,-0.37983,1.482322,1.164543,-0.275493,2.104522,1.922914,-0.510042,1.730388,1.956574,-0.41627,CONVERGED,,,7.326195,6.308827
5,-6,-4,-14,1.882326,1.177329,-0.374103,1.493923,1.167691,-0.275937,2.123121,1.924384,-0.509773,1.742286,1.962236,-0.416804,CONVERGED,,,7.241656,6.23164
-5,-4,-4,-14,0.821289,0.862069,-0.294767,1.540111,1.155798,-0.283834,2.417597,2.067707,-0.525702,1.848267,1.996096,-0.417872,NOTCONVERGED,,,6.627264,6.08167
-3,-4,-4,-14,0.939231,0.86227,-0.284943,1.522387,1.147038,-0.282109,2.325366,2.011589,-0.518084,1.834535,1.993725,-0.418372,NOTCONVERGED,,,6.621519,6.014622
-1,-4,-4,-14,2.207404,1.414312,-0.3826,1.390689,1.094821,-0.273064,2.06797,1.915551,-0.509608,1.716552,1.94217,-0.413711,CONVERGED,,,7.382615,6.366854
1,-4,-4,-14,2.113532,1.342908,-0.3825,1.400114,1.09773,-0.273482,2.081687,1.916464,-0.509193,1.725015,1.946037,-0.414035,CONVERGED,,,7.320348,6.303139
3,-4,-4,-14,1.997589,1.260239,-0.378386,1.412834,1.102103,-0.274295,2.096872,1.916248,-0.508131,1.736442,1.95183,-0.414756,CONVERGED,,,7.243737,6.23042
5,-4,-4,-14,1.871343,1.172837,-0.372591,1.425957,1.106379,-0.274955,2.114699,1.916898,-0.507493,1.748417,1.957679,-0.415415,CONVERGED,,,7.160416,6.153793
-5,-2,-4,-14,0.819589,0.859746,-0.293621,1.459425,1.088076,-0.281663,2.406548,2.059049,-0.523783,1.855221,1.991181,-0.416754,CONVERGED,,,6.540783,5.998052
-3,-2,-4,-14,0.950865,0.864212,-0.283325,1.440181,1.078368,-0.279624,2.309687,2.000793,-0.515869,1.840894,1.989074,-0.417409,NOTCONVERGED,,,6.541627,5.932447
-1,-2,-4,-14,2.193524,1.408294,-0.380562,1.305543,1.021594,-0.268647,2.060601,1.908641,-0.50771,1.725259,1.937932,-0.412377,CONVERGED,,,7.284927,6.276461
1,-2,-4,-14,2.099922,1.337113,-0.380464,1.316768,1.02589,-0.269569,2.072715,1.908243,-0.506765,1.735242,1.943441,-0.413223,CONVERGED,,,7.224647,6.214687
3,-2,-4,-14,1.98526,1.255131,-0.376729,1.327832,1.029608,-0.270095,2.089519,1.909324,-0.506311,1.745222,1.947593,-0.413424,CONVERGED,,,7.147833,6.141656
5,-2,-4,-14,1.858916,1.167509,-0.37084,1.341577,1.034652,-0.271054,2.107773,1.910434,-0.505782,1.757545,1.953946,-0.414314,CONVERGED,,,7.065811,6.066541
-5,0,-4,-14,0.81848,0.855912,-0.291554,1.366134,1.012361,-0.276938,2.394752,2.050099,-0.521813,1.864004,1.985922,-0.415453,NOTCONVERGED,,,6.44337,5.904294
-3,0,-4,-14,0.96826,0.867987,-0.281365,1.346733,1.002681,-0.274981,2.288787,1.987465,-0.513287,1.84873,1.983779,-0.416062,NOTCONVERGED,,,6.45251,5.841912
-1,0,-4,-14,2.179415,1.402532,-0.378778,1.21294,0.943874,-0.262789,2.052386,1.901189,-0.505737,1.736324,1.934763,-0.411389,CONVERGED,,,7.181065,6.182358
1,0,-4,-14,2.085706,1.33094,-0.378494,1.223641,0.948085,-0.263628,2.066762,1.902692,-0.505637,1.744823,1.938846,-0.411822,CONVERGED,,,7.120932,6.120563
3,0,-4,-14,1.971397,1.249332,-0.374867,1.236068,0.952966,-0.264574,2.080598,1.901444,-0.504092,1.754832,1.943392,-0.412195,CONVERGED,,,7.042895,6.047134
5,0,-4,-14,1.846626,1.162463,-0.369232,1.249833,0.958311,-0.265619,2.09907,1.902948,-0.5038,1.767295,1.949675,-0.413055,CONVERGED,,,6.962824,5.973397
-5,-10,-2,-14,0.832573,0.868249,-0.296222,0.545975,0.69698,-0.223244,2.233064,1.884798,-0.509141,2.196484,2.187015,-0.442307,NOTCONVERGED,,,5.808096,5.637042
-3,-10,-2,-14,1.0882,0.94749,-0.304029,0.550941,0.701276,-0.22419,2.07888,1.803834,-0.497612,2.142342,2.162454,-0.439132,NOTCONVERGED,,,5.860363,5.615054
-1,-10,-2,-14,2.176796,1.409363,-0.382373,0.630749,0.767817,-0.2386,1.906359,1.74628,-0.494283,1.887936,2.034442,-0.423382,NOTCONVERGED,,,6.60184,5.957902
1,-10,-2,-14,2.080062,1.33557,-0.381597,0.625202,0.763378,-0.237876,1.922391,1.749187,-0.494058,1.905523,2.045104,-0.425319,NOTCONVERGED,,,6.533178,5.893239
3,-10,-2,-14,1.967146,1.252464,-0.377553,0.601391,0.746673,-0.234769,1.943672,1.753767,-0.494099,1.94028,2.065052,-0.427861,NOTCONVERGED,,,6.452489,5.817956
5,-10,-2,-14,1.84254,1.164595,-0.371642,0.588202,0.736184,-0.232572,1.964911,1.757482,-0.493996,1.967517,2.079182,-0.429486,NOTCONVERGED,,,6.36317,5.737443
-5,-8,-2,-14,0.85403,0.885124,-0.299446,1.199314,0.9938,-0.232846,2.19162,1.872473,-0.50819,1.930886,2.027925,-0.421775,NOTCONVERGED,,,6.17585,5.779322
-3,-8,-2,-14,2.282011,1.49731,-0.386536,1.5171,1.211756,-0.273173,1.901949,1.761547,-0.500434,1.723075,1.962206,-0.418083,NOTCONVERGED,,,7.424135,6.432819
-1,-8,-2,-14,2.238158,1.450522,-0.394577,1.518098,1.2102,-0.272796,1.907538,1.761737,-0.500129,1.726182,1.962086,-0.417592,CONVERGED,,,7.389976,6.384545
1,-8,-2,-14,2.13548,1.373393,-0.393189,1.523955,1.210067,-0.272388,1.922799,1.764316,-0.499735,1.737079,1.967769,-0.418446,CONVERGED,,,7.319313,6.315545
3,-8,-2,-14,2.015792,1.287569,-0.388876,1.530334,1.209766,-0.27185,1.940704,1.767291,-0.499368,1.749219,1.973338,-0.418998,CONVERGED,,,7.236049,6.237964
5,-8,-2,-14,1.884459,1.195933,-0.382171,1.536156,1.208697,-0.271111,1.960862,1.770708,-0.499128,1.762931,1.979942,-0.419897,CONVERGED,,,7.144408,6.15528
-5,-6,-2,-14,0.868061,0.899174,-0.304602,1.606044,1.212935,-0.282812,2.20278,1.886937,-0.5125,1.862877,2.014183,-0.421151,CONVERGED,,,6.539762,6.013229
-3,-6,-2,-14,2.279711,1.497113,-0.386582,1.473364,1.165597,-0.276047,1.896249,1.757213,-0.499352,1.726191,1.958141,-0.416968,NOTCONVERGED,,,7.375515,6.378064
-1,-6,-2,-14,2.231346,1.44815,-0.394001,1.478268,1.166669,-0.27651,1.904081,1.758822,-0.499505,1.730072,1.959341,-0.416935,CONVERGED,,,7.343767,6.332982
1,-6,-2,-14,2.128953,1.370857,-0.392416,1.486403,1.168211,-0.276342,1.918493,1.760791,-0.49888,1.740008,1.964111,-0.417422,CONVERGED,,,7.273857,6.26397
3,-6,-2,-14,2.008983,1.284862,-0.387971,1.498431,1.171923,-0.277102,1.935842,1.763351,-0.498244,1.750865,1.96897,-0.417764,CONVERGED,,,7.194121,6.189106
5,-6,-2,-14,1.877294,1.193008,-0.381084,1.510104,1.174926,-0.277477,1.956369,1.766835,-0.497969,1.76313,1.974699,-0.418315,CONVERGED,,,7.106897,6.109468
-5,-4,-2,-14,0.865154,0.896417,-0.303479,1.552179,1.161679,-0.28514,2.194584,1.88091,-0.510922,1.866594,2.009339,-0.42,CONVERGED,,,6.478511,5.948345
-3,-4,-2,-14,2.272807,1.494976,-0.386087,1.400754,1.100873,-0.274394,1.888353,1.750899,-0.497602,1.731882,1.952989,-0.415342,NOTCONVERGED,,,7.293796,6.299737
-1,-4,-2,-14,2.219678,1.443756,-0.392731,1.405535,1.101847,-0.274458,1.896208,1.752024,-0.497479,1.736124,1.954336,-0.415259,CONVERGED,,,7.257545,6.251963
1,-4,-2,-14,2.117171,1.365966,-0.390863,1.415778,1.104913,-0.274897,1.912223,1.755095,-0.497238,1.746288,1.959442,-0.41596,CONVERGED,,,7.19146,6.185416
3,-4,-2,-14,1.996868,1.279891,-0.386367,1.428312,1.109006,-0.275604,1.930291,1.758329,-0.496912,1.757799,1.965337,-0.416737,CONVERGED,,,7.11327,6.112563
5,-4,-2,-14,1.866911,1.188853,-0.379845,1.441896,1.113603,-0.276472,1.950189,1.761743,-0.496635,1.770294,1.971589,-0.417552,CONVERGED,,,7.02929,6.035788
-5,-2,-2,-14,0.866631,0.894404,-0.301738,1.470311,1.093344,-0.282819,2.183687,1.872845,-0.509078,1.873662,2.004712,-0.419033,CONVERGED,,,6.394291,5.865305
-3,-2,-2,-14,2.262292,1.490682,-0.384592,1.314917,1.027478,-0.270087,1.881498,1.744933,-0.496009,1.740884,1.949597,-0.414474,NOTCONVERGED,,,7.199591,6.21269
-1,-2,-2,-14,2.204905,1.43717,-0.390411,1.321305,1.029438,-0.270381,1.889637,1.745875,-0.495735,1.74551,1.95122,-0.41446,CONVERGED,,,7.161357,6.163703
1,-2,-2,-14,2.102745,1.359874,-0.388811,1.331515,1.032854,-0.270876,1.904743,1.748439,-0.495296,1.754695,1.954942,-0.414509,CONVERGED,,,7.093698,6.096109
3,-2,-2,-14,1.983943,1.274037,-0.38438,1.344475,1.037518,-0.271785,1.923565,1.75217,-0.495206,1.766242,1.960867,-0.415375,CONVERGED,,,7.018225,6.024592
5,-2,-2,-14,1.854116,1.182968,-0.377801,1.358047,1.04239,-0.272658,1.944245,1.756247,-0.495182,1.777857,1.966172,-0.415892,CONVERGED,,,6.934265,5.947777
-5,0,-2,-14,0.862907,0.889148,-0.299313,1.378794,1.018869,-0.278638,2.175792,1.865922,-0.507307,1.881831,1.998548,-0.417384,NOTCONVERGED,,,6.299324,5.772487
-3,0,-2,-14,2.252038,1.486463,-0.383482,1.222541,0.949946,-0.264431,1.874003,1.738471,-0.494321,1.750194,1.944579,-0.412848,CONVERGED,,,7.098776,6.119459
-1,0,-2,-14,2.191069,1.431263,-0.388588,1.229156,0.952296,-0.264877,1.882345,1.739221,-0.4938,1.755683,1.947378,-0.413338,CONVERGED,,,7.058253,6.070158
1,0,-2,-14,2.08911,1.354061,-0.387068,1.2396,0.956076,-0.265476,1.898204,1.742355,-0.493609,1.765294,1.951857,-0.413797,CONVERGED,,,6.992208,6.004349
3,0,-2,-14,1.971073,1.268579,-0.382662,1.252357,0.960857,-0.266331,1.915231,1.744667,-0.492866,1.775851,1.956157,-0.413995,CONVERGED,,,6.914512,5.93026
5,0,-2,-14,1.841471,1.177825,-0.376203,1.266254,0.966346,-0.267465,1.936136,1.749093,-0.49309,1.787848,1.962171,-0.414827,CONVERGED,,,6.831709,5.855435
-5,-10,0,-14,0.883854,0.904168,-0.304243,0.545209,0.696542,-0.22324,2.010261,1.70019,-0.492695,2.222472,2.203572,-0.444923,NOTCONVERGED,,,5.661796,5.504472
-3,-10,0,-14,2.254304,1.495861,-0.387632,0.608033,0.753241,-0.235831,1.720717,1.577928,-0.480111,1.925684,2.059838,-0.427553,NOTCONVERGED,,,6.508738,5.886868
-1,-10,0,-14,2.185828,1.436007,-0.391593,0.607728,0.752796,-0.236063,1.731594,1.580543,-0.479813,1.934156,2.063661,-0.427782,NOTCONVERGED,,,6.459306,5.833007
1,-10,0,-14,2.083735,1.357621,-0.389879,0.599567,0.746307,-0.234769,1.750142,1.586182,-0.480024,1.95467,2.075226,-0.429472,NOTCONVERGED,,,6.388114,5.765336
3,-10,0,-14,1.964342,1.270234,-0.384802,0.589117,0.737114,-0.232754,1.77122,1.592032,-0.480049,1.978361,2.086162,-0.430234,NOTCONVERGED,,,6.30304,5.685542
5,-10,0,-14,1.836365,1.178702,-0.377972,0.57822,0.727885,-0.230631,1.794571,1.59846,-0.480227,2.007641,2.10342,-0.43302,NOTCONVERGED,,,6.216797,5.608467
-5,-8,0,-14,0.890188,0.906051,-0.302679,0.627575,0.713587,-0.223503,1.97608,1.681628,-0.488829,2.096294,2.1181,-0.431102,NOTCONVERGED,,,5.590137,5.419366
-3,-8,0,-14,2.322707,1.543908,-0.401351,1.525193,1.214745,-0.273575,1.711697,1.584555,-0.484166,1.741893,1.973623,-0.419546,CONVERGED,,,7.30149,6.316831
-1,-8,0,-14,2.247745,1.479786,-0.404656,1.529218,1.214285,-0.273095,1.723822,1.588462,-0.484411,1.748685,1.976155,-0.41947,CONVERGED,,,7.24947,6.258688
1,-8,0,-14,2.137378,1.396735,-0.401795,1.534269,1.213348,-0.272634,1.741509,1.593351,-0.48423,1.760013,1.981147,-0.420049,CONVERGED,,,7.173169,6.184581
3,-8,0,-14,2.011243,1.305563,-0.396076,1.540247,1.212578,-0.272026,1.762814,1.599899,-0.48456,1.772714,1.986963,-0.420659,CONVERGED,,,7.087018,6.105003
5,-8,0,-14,1.876346,1.210492,-0.388775,1.545566,1.211284,-0.271228,1.783741,1.605234,-0.484327,1.786022,1.992482,-0.421042,CONVERGED,,,6.991675,6.019492
-5,-6,0,-14,0.924077,0.937749,-0.312858,1.615371,1.217151,-0.283627,1.974695,1.696149,-0.494721,1.881299,2.028137,-0.423666,NOTCONVERGED,,,6.395442,5.879186
-3,-6,0,-14,2.315708,1.541276,-0.400569,1.484726,1.170944,-0.277075,1.708582,1.582095,-0.483784,1.744555,1.969598,-0.418408,CONVERGED,,,7.253571,6.263913
-1,-6,0,-14,2.238728,1.476179,-0.403428,1.493572,1.173629,-0.277731,1.720536,1.58545,-0.483569,1.752077,1.973648,-0.419056,CONVERGED,,,7.204913,6.208906
1,-6,0,-14,2.129764,1.393928,-0.40094,1.502146,1.175315,-0.27762,1.73742,1.590128,-0.483321,1.761844,1.977433,-0.419062,CONVERGED,,,7.131174,6.136804
3,-6,0,-14,2.005456,1.303787,-0.395703,1.51355,1.178162,-0.277931,1.758227,1.596179,-0.483389,1.774281,1.983575,-0.41986,CONVERGED,,,7.051514,6.061703
5,-6,0,-14,1.870467,1.208513,-0.388227,1.525055,1.181057,-0.278328,1.780138,1.602528,-0.483604,1.786613,1.989402,-0.420488,CONVERGED,,,6.962273,5.9815
-5,-4,0,-14,0.922389,0.935112,-0.311483,1.561685,1.166212,-0.286022,1.968595,1.691487,-0.493548,1.884442,2.023012,-0.422458,NOTCONVERGED,,,6.337111,5.815823
-3,-4,0,-14,2.306337,1.537881,-0.399773,1.414408,1.107487,-0.275739,1.702276,1.576907,-0.482211,1.751383,1.965796,-0.4173,CONVERGED,,,7.174404,6.188071
-1,-4,0,-14,2.227512,1.471385,-0.401969,1.422294,1.109804,-0.276094,1.714716,1.58023,-0.481971,1.758152,1.968493,-0.417393,CONVERGED,,,7.122674,6.129912
1,-4,0,-14,2.118701,1.389177,-0.399522,1.432735,1.112799,-0.276455,1.732306,1.585401,-0.481915,1.768855,1.97376,-0.418052,CONVERGED,,,7.052597,6.061137
3,-4,0,-14,1.993864,1.29885,-0.394057,1.446026,1.117303,-0.27733,1.752494,1.591354,-0.481978,1.78052,1.979551,-0.418758,CONVERGED,,,6.972904,5.987058
5,-4,0,-14,1.860541,1.204301,-0.386931,1.458998,1.121266,-0.277911,1.774435,1.597614,-0.482124,1.79311,1.985908,-0.419681,CONVERGED,,,6.887084,5.909089
-5,-2,0,-14,0.919716,0.931976,-0.309884,1.481959,1.099276,-0.284301,1.960545,1.685223,-0.491889,1.891134,2.017543,-0.421108,CONVERGED,,,6.253354,5.734018
-3,-2,0,-14,2.293631,1.532632,-0.398246,1.329746,1.035103,-0.271851,1.695538,1.570666,-0.480246,1.759258,1.960733,-0.415702,CONVERGED,,,7.078173,6.099134
-1,-2,0,-14,2.214142,1.465721,-0.40022,1.337875,1.037578,-0.272197,1.708526,1.574691,-0.480356,1.767181,1.964502,-0.41616,CONVERGED,,,7.027724,6.042492
1,-2,0,-14,2.105863,1.383814,-0.397856,1.349148,1.041504,-0.272889,1.726275,1.580149,-0.480398,1.77722,1.969495,-0.4168,CONVERGED,,,6.958506,5.974962
3,-2,0,-14,1.981414,1.293462,-0.392374,1.362278,1.046101,-0.273713,1.747063,1.586463,-0.48059,1.788854,1.975121,-0.417515,CONVERGED,,,6.879609,5.901147
5,-2,0,-14,1.849714,1.19972,-0.385658,1.376515,1.051324,-0.274746,1.768072,1.5921,-0.480551,1.800437,1.979931,-0.417753,CONVERGED,,,6.794738,5.823075
-5,0,0,-14,0.917131,0.928164,-0.307989,1.388427,1.023757,-0.279766,1.951776,1.678284,-0.490062,1.898999,2.011384,-0.41965,CONVERGED,,,6.156333,5.641589
-3,0,0,-14,2.28058,1.526948,-0.396466,1.236485,0.956988,-0.265982,1.68879,1.564784,-0.478504,1.770194,1.957506,-0.414843,CONVERGED,,,6.976049,6.006226
-1,0,0,-14,2.200354,1.459812,-0.398489,1.244688,0.959927,-0.266499,1.702466,1.569152,-0.478701,1.777056,1.960516,-0.415134,CONVERGED,,,6.924564,5.949407
1,0,0,-14,2.091647,1.377478,-0.395864,1.257046,0.96478,-0.267512,1.720332,1.57461,-0.478734,1.786976,1.965184,-0.415636,CONVERGED,,,6.856001,5.882052
3,0,0,-14,1.968089,1.287344,-0.390391,1.269724,0.969357,-0.26819,1.740246,1.580152,-0.478612,1.798727,1.970601,-0.416266,CONVERGED,,,6.776786,5.807454
5,0,0,-14,1.83516,1.19312,-0.383267,1.283769,0.974887,-0.26941,1.761723,1.586261,-0.478714,1.810034,1.975579,-0.416677,CONVERGED,,,6.690686,5.729847
-5,-10,-10,-12,0.715584,0.766769,-0.267283,0.579395,0.732071,-0.232231,2.967265,2.520941,-0.530155,1.942132,1.979099,-0.425813,NOTCONVERGED,,,6.204376,5.99888
-3,-10,-10,-12,0.757581,0.739022,-0.256038,0.585468,0.73773,-0.23386,2.878778,2.465471,-0.5268,1.926742,1.974119,-0.425563,NOTCONVERGED,,,6.148569,5.916342
-1,-10,-10,-12,2.122122,1.311047,-0.348375,1.095517,0.988413,-0.228721,2.493861,2.328791,-0.523261,1.619234,1.814076,-0.408131,NOTCONVERGED,,,7.330734,6.442327
1,-10,-10,-12,2.094491,1.277534,-0.358728,1.462767,1.21564,-0.263195,2.516274,2.345862,-0.527482,1.565358,1.799684,-0.408046,NOTCONVERGED,,,7.63889,6.63872
3,-10,-10,-12,1.966371,1.192944,-0.353083,1.120358,1.001639,-0.231413,2.506798,2.31722,-0.520485,1.634395,1.822783,-0.409258,NOTCONVERGED,,,7.227922,6.334586
5,-10,-10,-12,1.853423,1.116611,-0.349679,1.135541,1.01016,-0.233238,2.518116,2.311142,-0.519259,1.645523,1.829305,-0.410183,NOTCONVERGED,,,7.152603,6.267218
-5,-8,-10,-12,0.737556,0.789662,-0.274957,1.592642,1.245336,-0.278437,2.996444,2.569222,-0.542642,1.690274,1.851711,-0.411344,NOTCONVERGED,,,7.016916,6.455931
-3,-8,-10,-12,0.785043,0.762931,-0.26372,1.590551,1.244394,-0.278435,2.903127,2.50999,-0.538627,1.686461,1.853339,-0.412261,NOTCONVERGED,,,6.965182,6.370654
-1,-8,-10,-12,2.156609,1.32943,-0.353822,1.492725,1.219986,-0.278024,2.512293,2.352419,-0.528944,1.551789,1.792204,-0.407057,CONVERGED,,,7.713416,6.694039
1,-8,-10,-12,2.094521,1.27786,-0.358559,1.498127,1.220646,-0.27795,2.516975,2.346898,-0.527629,1.558983,1.79588,-0.407387,CONVERGED,,,7.668606,6.641284
3,-8,-10,-12,1.996267,1.208852,-0.358121,1.505953,1.221971,-0.27794,2.524219,2.339759,-0.525955,1.569957,1.802421,-0.408419,CONVERGED,,,7.596396,6.573003
5,-8,-10,-12,1.881077,1.131256,-0.354578,1.515175,1.223638,-0.277948,2.535506,2.333052,-0.524478,1.582292,1.809223,-0.409257,CONVERGED,,,7.51405,6.497169
-5,-6,-10,-12,0.737169,0.788148,-0.274192,1.575874,1.217323,-0.286509,2.9904,2.565265,-0.542184,1.690286,1.848559,-0.410595,CONVERGED,,,6.993729,6.419295
-3,-6,-10,-12,0.783765,0.761674,-0.263073,1.571785,1.214971,-0.286401,2.89512,2.504533,-0.537402,1.686832,1.850608,-0.411648,NOTCONVERGED,,,6.937502,6.331786
-1,-6,-10,-12,2.148047,1.326419,-0.352752,1.434622,1.16306,-0.2784,2.504591,2.345802,-0.527439,1.558771,1.790947,-0.406298,CONVERGED,,,7.646031,6.626228
1,-6,-10,-12,2.086085,1.275117,-0.357813,1.441517,1.16496,-0.278679,2.509012,2.340515,-0.526286,1.565528,1.794687,-0.406685,CONVERGED,,,7.602142,6.575279
3,-6,-10,-12,1.987865,1.205711,-0.357168,1.452997,1.16891,-0.279496,2.518134,2.33428,-0.524829,1.575593,1.800133,-0.407276,CONVERGED,,,7.534589,6.509034
5,-6,-10,-12,1.872015,1.127511,-0.353192,1.462304,1.170676,-0.27925,2.529426,2.327286,-0.523191,1.588526,1.807557,-0.408426,CONVERGED,,,7.452271,6.43303
-5,-4,-10,-12,0.733286,0.783502,-0.272186,1.509768,1.156799,-0.286412,2.983834,2.558885,-0.541296,1.698095,1.846144,-0.409623,NOTCONVERGED,,,6.924983,6.34533
-3,-4,-10,-12,0.781219,0.757717,-0.261055,1.502711,1.152743,-0.285592,2.885748,2.496861,-0.536279,1.694001,1.847633,-0.410511,NOTCONVERGED,,,6.863679,6.254954
-1,-4,-10,-12,2.137965,1.322897,-0.3517,1.358127,1.093929,-0.275577,2.495104,2.337257,-0.52534,1.568041,1.789661,-0.405373,CONVERGED,,,7.559237,6.543744
1,-4,-10,-12,2.074892,1.271092,-0.356659,1.364228,1.095468,-0.275612,2.499556,2.33178,-0.524123,1.574838,1.793256,-0.405754,CONVERGED,,,7.513514,6.491596
3,-4,-10,-12,1.976358,1.201282,-0.355705,1.37534,1.099409,-0.276335,2.508321,2.32565,-0.522771,1.584574,1.798513,-0.406299,CONVERGED,,,7.444593,6.424854
5,-4,-10,-12,1.861674,1.124127,-0.352341,1.388065,1.103869,-0.277071,2.518526,2.318169,-0.520907,1.596778,1.805431,-0.407237,CONVERGED,,,7.365043,6.351596
-5,-2,-10,-12,0.729888,0.780381,-0.270801,1.424804,1.08491,-0.283172,2.969092,2.547699,-0.539186,1.707295,1.843659,-0.408651,NOTCONVERGED,,,6.831079,6.256649
-3,-2,-10,-12,0.780033,0.755297,-0.25974,1.418136,1.080931,-0.282347,2.870342,2.485198,-0.534086,1.703834,1.845674,-0.40969,NOTCONVERGED,,,6.772345,6.1671
-1,-2,-10,-12,2.126843,1.318822,-0.350522,1.27016,1.017387,-0.270421,2.485642,2.329036,-0.52364,1.578358,1.787784,-0.404163,CONVERGED,,,7.461003,6.453029
1,-2,-10,-12,2.062209,1.266195,-0.355041,1.276919,1.019562,-0.27065,2.489634,2.322838,-0.522055,1.585061,1.791413,-0.404607,CONVERGED,,,7.413823,6.400008
3,-2,-10,-12,1.962994,1.196082,-0.353948,1.288913,1.024195,-0.271571,2.498701,2.316824,-0.520746,1.595624,1.797466,-0.405452,CONVERGED,,,7.346232,6.334567
5,-2,-10,-12,1.847194,1.117867,-0.349926,1.301444,1.028867,-0.272329,2.509726,2.309393,-0.518863,1.607149,1.803386,-0.406058,CONVERGED,,,7.265513,6.259513
-5,0,-10,-12,0.727718,0.777258,-0.269421,1.32954,1.006489,-0.277844,2.95255,2.535598,-0.537084,1.717855,1.840735,-0.407502,CONVERGED,,,6.727663,6.16008
-3,0,-10,-12,0.778441,0.752759,-0.258366,1.322743,1.00258,-0.277002,2.855715,2.473484,-0.531967,1.714593,1.842999,-0.408645,NOTCONVERGED,,,6.671492,6.071822
-1,0,-10,-12,2.115077,1.314414,-0.349189,1.175345,0.936391,-0.263658,2.474798,2.319456,-0.521416,1.59052,1.786839,-0.403335,CONVERGED,,,7.35574,6.3571
1,0,-10,-12,2.04947,1.261309,-0.353598,1.183308,0.939461,-0.264177,2.479055,2.313056,-0.519675,1.597522,1.790363,-0.403663,CONVERGED,,,7.309355,6.304189
3,0,-10,-12,1.950703,1.191337,-0.352596,1.194204,0.943804,-0.264945,2.488817,2.307325,-0.518395,1.607495,1.795693,-0.404293,CONVERGED,,,7.241219,6.238159
5,0,-10,-12,1.835722,1.113639,-0.348769,1.207287,0.949312,-0.266098,2.499484,2.300721,-0.517016,1.618736,1.801994,-0.405197,CONVERGED,,,7.161229,6.165666
-5,-10,-8,-12,0.734267,0.784738,-0.272598,0.571737,0.725088,-0.230526,2.81462,2.382989,-0.533125,1.976465,1.999121,-0.428999,NOTCONVERGED,,,6.097089,5.891936
-3,-10,-8,-12,0.78986,0.761483,-0.261419,0.578349,0.731624,-0.232402,2.725522,2.327155,-0.528135,1.955056,1.991368,-0.428342,NOTCONVERGED,,,6.048787,5.81163
-1,-10,-8,-12,2.145675,1.341205,-0.35846,1.109663,0.996532,-0.230219,2.362616,2.198105,-0.520679,1.633089,1.823279,-0.409457,NOTCONVERGED,,,7.251043,6.359121
1,-10,-8,-12,2.094539,1.295295,-0.365114,1.403272,1.174695,-0.254034,2.380509,2.208606,-0.523304,1.592394,1.811925,-0.409192,NOTCONVERGED,,,7.470714,6.490521
3,-10,-8,-12,1.970236,1.210347,-0.359675,1.136085,1.011372,-0.233411,2.382063,2.190948,-0.518533,1.650042,1.83271,-0.410687,NOTCONVERGED,,,7.138426,6.245377
5,-10,-8,-12,1.853889,1.131214,-0.355856,1.1506,1.019128,-0.235143,2.396089,2.187544,-0.517622,1.661274,1.83952,-0.41173,NOTCONVERGED,,,7.061852,6.177406
-5,-8,-8,-12,0.75818,0.809021,-0.280447,1.597971,1.245997,-0.278164,2.828091,2.419147,-0.543307,1.709369,1.863772,-0.41329,NOTCONVERGED,,,6.893611,6.337937
-3,-8,-8,-12,0.819925,0.787275,-0.269509,1.596117,1.245898,-0.278541,2.734879,2.360229,-0.53757,1.701484,1.863406,-0.413821,NOTCONVERGED,,,6.852405,6.256808
-1,-8,-8,-12,2.179797,1.359854,-0.363988,1.502025,1.223402,-0.27845,2.377695,2.218276,-0.525756,1.568382,1.803708,-0.409112,CONVERGED,,,7.627899,6.60524
1,-8,-8,-12,2.104538,1.300437,-0.366687,1.508097,1.224587,-0.278562,2.384975,2.214426,-0.524693,1.574707,1.806251,-0.40897,CONVERGED,,,7.572317,6.545701
3,-8,-8,-12,1.999838,1.226748,-0.365013,1.515834,1.225558,-0.278421,2.395928,2.210089,-0.523411,1.586032,1.812497,-0.40972,CONVERGED,,,7.497632,6.474892
5,-8,-8,-12,1.880302,1.145548,-0.360579,1.524823,1.226961,-0.278344,2.409905,2.205746,-0.522141,1.598464,1.818925,-0.410407,CONVERGED,,,7.413494,6.39718
-5,-6,-8,-12,0.75621,0.807664,-0.279966,1.587268,1.221714,-0.287158,2.823672,2.416267,-0.542937,1.707994,1.86006,-0.412388,NOTCONVERGED,,,6.875144,6.305705
-3,-6,-8,-12,0.819125,0.786386,-0.268938,1.58033,1.218173,-0.286793,2.729807,2.356643,-0.537053,1.702466,1.861474,-0.413507,NOTCONVERGED,,,6.831728,6.222676
-1,-6,-8,-12,2.170975,1.356778,-0.363057,1.445229,1.167842,-0.279254,2.370416,2.212097,-0.524334,1.573384,1.800433,-0.407611,CONVERGED,,,7.560004,6.53715
1,-6,-8,-12,2.095563,1.297343,-0.365837,1.454414,1.170799,-0.279887,2.378375,2.208558,-0.523311,1.581357,1.804981,-0.408198,CONVERGED,,,7.509709,6.481681
3,-6,-8,-12,1.990272,1.22281,-0.363613,1.464334,1.173358,-0.280073,2.39027,2.204824,-0.522248,1.592403,1.810998,-0.408938,CONVERGED,,,7.437279,6.41199
