alpha0,alpha1,alpha2,alpha3,Cx0Mean,Cy0Mean,Cm0Mean, Cx1Mean,Cy1Mean,Cm1Mean, Cx2Mean,Cy2Mean,Cm2Mean, Cx3Mean,Cy3Mean,Cm3Mean,Flag,,,SumCx,SumCy
-1,-6,0,-16,2.252399,1.47918,-0.404415,1.480964,1.152884,-0.271175,1.73382,1.594849,-0.486042,1.837342,2.079852,-0.419071,CONVERGED,,,7.304525,6.306765
1,-6,0,-16,2.144287,1.397656,-0.402197,1.490358,1.155101,-0.271424,1.751055,1.59972,-0.485888,1.847434,2.084301,-0.419568,CONVERGED,,,7.233134,6.236778
3,-6,0,-16,2.019948,1.307863,-0.397013,1.500804,1.157819,-0.271789,1.770921,1.605338,-0.485876,1.857536,2.087618,-0.419449,CONVERGED,,,7.149209,6.158638
5,-6,0,-16,1.885223,1.21319,-0.389786,1.512186,1.160535,-0.27211,1.792319,1.610946,-0.485748,1.869766,2.092743,-0.419955,CONVERGED,,,7.059494,6.077414
-5,-4,0,-16,0.920613,0.934827,-0.312044,1.552225,1.149619,-0.280628,1.982867,1.700299,-0.49552,1.956118,2.111594,-0.418691,NOTCONVERGED,,,6.411823,5.896339
-3,-4,0,-16,2.316171,1.538466,-0.399825,1.408394,1.091974,-0.270564,1.716389,1.586615,-0.484752,1.835167,2.070762,-0.417286,CONVERGED,,,7.276121,6.287817
-1,-4,0,-16,2.240968,1.474498,-0.402999,1.415114,1.093544,-0.270665,1.728472,1.590109,-0.484632,1.841855,2.073551,-0.417588,CONVERGED,,,7.226409,6.231702
1,-4,0,-16,2.13267,1.392755,-0.400602,1.42577,1.096906,-0.271235,1.745785,1.5951,-0.484564,1.851338,2.077402,-0.417888,CONVERGED,,,7.155563,6.162163
3,-4,0,-16,2.007761,1.302368,-0.394971,1.438075,1.100603,-0.271736,1.765229,1.600197,-0.484227,1.862538,2.081902,-0.418203,CONVERGED,,,7.073603,6.08507
5,-4,0,-16,1.874635,1.208581,-0.38823,1.450889,1.104824,-0.272465,1.787104,1.606454,-0.484479,1.872978,2.085752,-0.418316,CONVERGED,,,6.985606,6.005611
-5,-2,0,-16,0.920529,0.933199,-0.310916,1.475276,1.085555,-0.279429,1.973524,1.693406,-0.493818,1.958264,2.102452,-0.416727,CONVERGED,,,6.327593,5.814612
-3,-2,0,-16,2.303749,1.533375,-0.398276,1.324429,1.020899,-0.26658,1.709685,1.580836,-0.482982,1.841723,2.064074,-0.415784,CONVERGED,,,7.179586,6.199184
-1,-2,0,-16,2.228065,1.469003,-0.401307,1.332678,1.023643,-0.267056,1.722165,1.584514,-0.482977,1.84806,2.066529,-0.415955,CONVERGED,,,7.130968,6.143689
1,-2,0,-16,2.119948,1.387563,-0.399085,1.343255,1.027181,-0.267621,1.739319,1.589372,-0.482838,1.856968,2.069693,-0.416006,CONVERGED,,,7.05949,6.073809
3,-2,0,-16,1.996264,1.297715,-0.393736,1.356609,1.032053,-0.268561,1.758371,1.594466,-0.48261,1.866891,2.073298,-0.416108,CONVERGED,,,6.978135,5.997532
5,-2,0,-16,1.861469,1.202582,-0.386081,1.369731,1.036511,-0.269291,1.781075,1.600976,-0.482852,1.878592,2.077988,-0.416488,CONVERGED,,,6.890867,5.918057
-5,0,0,-16,0.91517,0.92755,-0.308551,1.383542,1.01205,-0.275191,1.965669,1.686972,-0.492152,1.962007,2.091501,-0.414336,NOTCONVERGED,,,6.226388,5.718073
-3,0,0,-16,2.291448,1.528384,-0.396973,1.232672,0.94494,-0.261033,1.702749,1.574717,-0.481156,1.848768,2.056312,-0.413983,CONVERGED,,,7.075637,6.104353
-1,0,0,-16,2.213988,1.463097,-0.399555,1.241929,0.948598,-0.261868,1.714399,1.577425,-0.480617,1.854526,2.058255,-0.41396,CONVERGED,,,7.024842,6.047375
1,0,0,-16,2.105301,1.3812,-0.397033,1.252401,0.952288,-0.262409,1.732165,1.583018,-0.480856,1.863808,2.061852,-0.414191,CONVERGED,,,6.953675,5.978358
3,0,0,-16,1.981892,1.291442,-0.391666,1.265587,0.957478,-0.263518,1.752384,1.588831,-0.480916,1.873823,2.065707,-0.414445,CONVERGED,,,6.873686,5.903458
5,0,0,-16,1.849226,1.197327,-0.384499,1.280077,0.963065,-0.264679,1.773738,1.594633,-0.480899,1.885084,2.070346,-0.414962,CONVERGED,,,6.788125,5.825371
-5,-10,-10,-14,0.718122,0.770289,-0.269354,0.546524,0.696846,-0.22234,2.996065,2.535726,-0.531292,2.088506,2.120972,-0.432242,NOTCONVERGED,,,6.349217,6.123833
-3,-10,-10,-14,0.754807,0.740432,-0.258155,0.548278,0.698502,-0.222774,2.912861,2.483683,-0.528768,2.078419,2.119667,-0.432619,NOTCONVERGED,,,6.294365,6.042284
-1,-10,-10,-14,2.100108,1.289958,-0.342178,0.62301,0.758718,-0.234135,2.50759,2.325089,-0.52201,1.810213,1.986324,-0.417147,NOTCONVERGED,,,7.040921,6.360089
1,-10,-10,-14,2.079722,1.265006,-0.354822,1.120347,0.994556,-0.229095,2.518318,2.337969,-0.525325,1.720634,1.936981,-0.412694,NOTCONVERGED,,,7.439021,6.534512
3,-10,-10,-14,1.985424,1.19825,-0.355032,1.12775,0.999724,-0.230629,2.525602,2.330463,-0.523397,1.730501,1.94181,-0.413169,NOTCONVERGED,,,7.369277,6.470247
5,-10,-10,-14,1.867638,1.119657,-0.350771,1.083068,0.976867,-0.230301,2.534072,2.321073,-0.521469,1.749713,1.949454,-0.413886,NOTCONVERGED,,,7.234491,6.367051
-5,-8,-10,-14,0.726989,0.778335,-0.270962,1.143903,0.961213,-0.225666,2.982838,2.547834,-0.537238,1.85915,1.978367,-0.413668,NOTCONVERGED,,,6.71288,6.265749
-3,-8,-10,-14,0.781129,0.763236,-0.26498,1.546342,1.201071,-0.266814,2.922925,2.52101,-0.539768,1.790885,1.970673,-0.415222,NOTCONVERGED,,,7.041281,6.45599
-1,-8,-10,-14,2.165323,1.328918,-0.353607,1.478165,1.194869,-0.27071,2.530747,2.364189,-0.531495,1.654638,1.917454,-0.411717,CONVERGED,,,7.828873,6.80543
1,-8,-10,-14,2.109685,1.281125,-0.359837,1.481626,1.194592,-0.270465,2.533764,2.358614,-0.530262,1.660624,1.920433,-0.411995,CONVERGED,,,7.785699,6.754764
3,-8,-10,-14,2.011765,1.212239,-0.359231,1.489239,1.195675,-0.270373,2.541971,2.351773,-0.528715,1.67155,1.926236,-0.412798,CONVERGED,,,7.714525,6.685923
5,-8,-10,-14,1.897346,1.135671,-0.356186,1.496959,1.196615,-0.270126,2.551944,2.343966,-0.526832,1.68335,1.93197,-0.413338,CONVERGED,,,7.629599,6.608222
-5,-6,-10,-14,0.738893,0.791045,-0.275775,1.563631,1.19478,-0.279469,3.011971,2.577981,-0.54378,1.788534,1.963705,-0.413316,CONVERGED,,,7.103029,6.527511
-3,-6,-10,-14,0.781738,0.762725,-0.264488,1.557751,1.191321,-0.27894,2.919726,2.51957,-0.53964,1.785927,1.966393,-0.4144,NOTCONVERGED,,,7.045142,6.440009
-1,-6,-10,-14,2.158406,1.327005,-0.353104,1.426299,1.143191,-0.271929,2.523144,2.357995,-0.530174,1.658272,1.913076,-0.410265,CONVERGED,,,7.766121,6.741267
1,-6,-10,-14,2.101087,1.27807,-0.358841,1.432519,1.144689,-0.272137,2.526715,2.352299,-0.528804,1.665122,1.916949,-0.410882,CONVERGED,,,7.725443,6.692007
3,-6,-10,-14,2.003309,1.209184,-0.35828,1.441914,1.147338,-0.272472,2.535677,2.346117,-0.527448,1.675153,1.922057,-0.411386,CONVERGED,,,7.656053,6.624696
5,-6,-10,-14,1.889086,1.132431,-0.355002,1.453393,1.150683,-0.27288,2.545699,2.338894,-0.52585,1.686788,1.92821,-0.412169,CONVERGED,,,7.574966,6.550218
-5,-4,-10,-14,0.736386,0.788147,-0.274521,1.5023,1.138372,-0.280095,3.000744,2.56947,-0.542286,1.794453,1.960188,-0.412562,NOTCONVERGED,,,7.033883,6.456177
-3,-4,-10,-14,0.78055,0.759962,-0.26299,1.496752,1.135212,-0.279631,2.909201,2.511269,-0.538409,1.790967,1.962027,-0.413275,NOTCONVERGED,,,6.97747,6.36847
-1,-4,-10,-14,2.149003,1.323827,-0.352134,1.352666,1.076913,-0.269474,2.513802,2.349593,-0.528079,1.666606,1.910486,-0.409432,CONVERGED,,,7.682077,6.660819
1,-4,-10,-14,2.089235,1.273656,-0.357373,1.359932,1.079344,-0.269906,2.517924,2.344068,-0.52682,1.672545,1.9132,-0.409532,CONVERGED,,,7.639636,6.610268
3,-4,-10,-14,1.99248,1.205187,-0.357013,1.370241,1.082728,-0.270481,2.526408,2.338187,-0.525629,1.683023,1.919042,-0.41038,CONVERGED,,,7.572152,6.545144
5,-4,-10,-14,1.87813,1.128288,-0.35366,1.382207,1.086703,-0.271078,2.536914,2.330788,-0.523824,1.694721,1.925195,-0.411201,CONVERGED,,,7.491972,6.470974
-5,-2,-10,-14,0.732998,0.784002,-0.272667,1.421283,1.070072,-0.27766,2.988277,2.559647,-0.540682,1.801391,1.954611,-0.410896,NOTCONVERGED,,,6.943949,6.368332
-3,-2,-10,-14,0.778323,0.757485,-0.261766,1.415177,1.066483,-0.276947,2.894774,2.50027,-0.536296,1.798379,1.957224,-0.411918,NOTCONVERGED,,,6.886653,6.281462
-1,-2,-10,-14,2.1378,1.319652,-0.350894,1.267687,1.003345,-0.264818,2.504069,2.341191,-0.526279,1.676108,1.907413,-0.408385,CONVERGED,,,7.585664,6.571601
1,-2,-10,-14,2.077267,1.269139,-0.356001,1.274488,1.005643,-0.265187,2.508124,2.335547,-0.524917,1.682237,1.910227,-0.40852,CONVERGED,,,7.542116,6.520556
3,-2,-10,-14,1.980378,1.200646,-0.355597,1.28536,1.009782,-0.266,2.515945,2.328325,-0.523094,1.691526,1.914531,-0.408803,NOTCONVERGED,,,7.473209,6.453284
5,-2,-10,-14,1.865421,1.123198,-0.351882,1.298262,1.014625,-0.266889,2.52745,2.321913,-0.521756,1.703356,1.920994,-0.409768,CONVERGED,,,7.394489,6.38073
-5,0,-10,-14,0.730053,0.780392,-0.271133,1.328486,0.99425,-0.272724,2.973582,2.54874,-0.53895,1.810635,1.949999,-0.409757,NOTCONVERGED,,,6.842756,6.273381
-3,0,-10,-14,0.777067,0.754485,-0.260128,1.322018,0.990525,-0.27195,2.878958,2.487949,-0.534033,1.807286,1.952242,-0.410635,NOTCONVERGED,,,6.785329,6.185201
-1,0,-10,-14,2.126252,1.31566,-0.349764,1.17559,0.925435,-0.258743,2.493343,2.331691,-0.524074,1.685935,1.903221,-0.406893,CONVERGED,,,7.48112,6.476007
1,0,-10,-14,2.063938,1.263858,-0.354215,1.183412,0.928536,-0.259424,2.498244,2.326542,-0.52292,1.692773,1.907119,-0.407554,CONVERGED,,,7.438367,6.426055
3,0,-10,-14,1.966388,1.195023,-0.353709,1.19318,0.932116,-0.259909,2.506553,2.319397,-0.521047,1.701916,1.910979,-0.407685,CONVERGED,,,7.368037,6.357515
5,0,-10,-14,1.852018,1.117698,-0.349918,1.206658,0.937847,-0.261163,2.517415,2.312793,-0.519716,1.713172,1.916584,-0.408261,CONVERGED,,,7.289263,6.284922
-5,-10,-8,-14,0.737465,0.788529,-0.274793,0.546102,0.697092,-0.22272,2.843408,2.399155,-0.53546,2.11231,2.135047,-0.434195,NOTCONVERGED,,,6.239285,6.019823
-3,-10,-8,-14,0.787396,0.762636,-0.263457,0.547409,0.697906,-0.222857,2.758139,2.3456,-0.530965,2.099959,2.132894,-0.434692,NOTCONVERGED,,,6.192903,5.939036
-1,-10,-8,-14,2.126491,1.320913,-0.35254,0.623845,0.759339,-0.234602,2.378661,2.197354,-0.519979,1.826966,1.99667,-0.418553,NOTCONVERGED,,,6.955963,6.274276
1,-10,-8,-14,2.09033,1.287429,-0.362863,1.128785,1.000478,-0.230517,2.389432,2.208174,-0.522823,1.736959,1.946846,-0.41403,NOTCONVERGED,,,7.345506,6.442927
3,-10,-8,-14,1.986705,1.214466,-0.361057,1.127115,1.000099,-0.23154,2.399711,2.203196,-0.521422,1.748578,1.952397,-0.414737,NOTCONVERGED,,,7.262109,6.370158
5,-10,-8,-14,1.849865,1.120198,-0.35226,0.620217,0.758647,-0.236421,2.41081,2.186041,-0.51697,1.864672,2.017744,-0.421167,NOTCONVERGED,,,6.745564,6.08263
-5,-8,-8,-14,0.746665,0.797727,-0.276695,1.15909,0.969645,-0.227346,2.82095,2.403394,-0.539047,1.875567,1.989123,-0.415458,NOTCONVERGED,,,6.602272,6.159889
-3,-8,-8,-14,0.818228,0.78785,-0.270519,1.546692,1.199271,-0.266037,2.753174,2.370484,-0.539056,1.806818,1.980748,-0.416747,NOTCONVERGED,,,6.924912,6.338353
-1,-8,-8,-14,2.19092,1.360686,-0.364265,1.486679,1.198156,-0.27112,2.395265,2.229837,-0.52839,1.669143,1.926573,-0.41293,CONVERGED,,,7.742007,6.715252
1,-8,-8,-14,2.119726,1.303983,-0.368067,1.491525,1.198353,-0.270968,2.40136,2.225349,-0.527055,1.676543,1.930072,-0.413224,CONVERGED,,,7.689154,6.657757
3,-8,-8,-14,2.015257,1.230136,-0.366155,1.4978,1.19845,-0.270482,2.413615,2.221754,-0.526137,1.68742,1.935377,-0.413794,CONVERGED,,,7.614092,6.585717
5,-8,-8,-14,1.89651,1.149854,-0.362042,1.505779,1.199263,-0.270301,2.426798,2.217567,-0.525046,1.699883,1.941625,-0.414497,CONVERGED,,,7.52897,6.508309
-5,-6,-8,-14,0.759944,0.810975,-0.281613,1.573234,1.198374,-0.28,2.842943,2.428146,-0.544824,1.805944,1.974784,-0.415006,NOTCONVERGED,,,6.982065,6.412279
-3,-6,-8,-14,0.81824,0.787494,-0.270259,1.567725,1.19566,-0.280025,2.751144,2.36986,-0.539125,1.800861,1.976626,-0.416015,NOTCONVERGED,,,6.93797,6.32964
-1,-6,-8,-14,2.183427,1.35834,-0.363615,1.436801,1.147761,-0.272727,2.388302,2.223734,-0.526811,1.673279,1.922811,-0.41172,CONVERGED,,,7.681809,6.652646
1,-6,-8,-14,2.111383,1.30086,-0.367021,1.444294,1.149918,-0.273118,2.39484,2.219603,-0.525598,1.680487,1.926252,-0.411973,CONVERGED,,,7.631004,6.596633
3,-6,-8,-14,2.007295,1.227442,-0.36534,1.454736,1.152906,-0.273579,2.407273,2.216657,-0.524987,1.691174,1.932095,-0.4128,CONVERGED,,,7.560478,6.5291
5,-6,-8,-14,1.888034,1.146528,-0.360799,1.46597,1.15592,-0.273856,2.421258,2.212688,-0.523874,1.703049,1.93796,-0.413371,CONVERGED,,,7.478311,6.453096
-5,-4,-8,-14,0.756382,0.807628,-0.280193,1.514047,1.143505,-0.28111,2.834075,2.421298,-0.543518,1.811166,1.970568,-0.413936,NOTCONVERGED,,,6.91567,6.342999
-3,-4,-8,-14,0.816323,0.785048,-0.269051,1.507383,1.140222,-0.280889,2.741048,2.36191,-0.537556,1.805376,1.971927,-0.414779,NOTCONVERGED,,,6.87013,6.259107
-1,-4,-8,-14,2.171913,1.353966,-0.362098,1.363241,1.081751,-0.270382,2.379762,2.21641,-0.525165,1.681322,1.919919,-0.410791,CONVERGED,,,7.596238,6.572046
1,-4,-8,-14,2.098918,1.295927,-0.365359,1.371809,1.084658,-0.270929,2.387245,2.212929,-0.524228,1.688534,1.923583,-0.411159,CONVERGED,,,7.546506,6.517097
3,-4,-8,-14,1.994301,1.222144,-0.363437,1.382918,1.088383,-0.271537,2.398974,2.208959,-0.523061,1.699153,1.928997,-0.411788,CONVERGED,,,7.475346,6.448483
5,-4,-8,-14,1.877121,1.142399,-0.359477,1.395848,1.092992,-0.272445,2.412443,2.205018,-0.521942,1.710131,1.934351,-0.412272,CONVERGED,,,7.395543,6.37476
-5,-2,-8,-14,0.753412,0.804113,-0.278596,1.433394,1.075457,-0.278776,2.822014,2.411432,-0.541608,1.818917,1.966177,-0.412864,CONVERGED,,,6.827737,6.257179
-3,-2,-8,-14,0.814992,0.782424,-0.267543,1.424106,1.070366,-0.277629,2.728556,2.352365,-0.535824,1.813162,1.967337,-0.413608,NOTCONVERGED,,,6.780816,6.172492
-1,-2,-8,-14,2.161135,1.350109,-0.361124,1.278801,1.008845,-0.266071,2.370453,2.208212,-0.523199,1.690166,1.91599,-0.409399,CONVERGED,,,7.500555,6.483156
1,-2,-8,-14,2.085722,1.29057,-0.363534,1.286519,1.011331,-0.266362,2.378798,2.20503,-0.522373,1.697386,1.919298,-0.40965,CONVERGED,,,7.448425,6.426229
3,-2,-8,-14,1.982312,1.21722,-0.361772,1.298533,1.015919,-0.267297,2.390484,2.201327,-0.521267,1.707517,1.92437,-0.410133,CONVERGED,,,7.378846,6.358836
5,-2,-8,-14,1.864519,1.137296,-0.357755,1.310816,1.020273,-0.267967,2.40383,2.197038,-0.520077,1.719623,1.93092,-0.411183,CONVERGED,,,7.298788,6.285527
-5,0,-8,-14,0.749646,0.799878,-0.276787,1.341222,1.000177,-0.274087,2.80749,2.400635,-0.539396,1.827353,1.960426,-0.411297,NOTCONVERGED,,,6.725711,6.161116
-3,0,-8,-14,0.811903,0.779185,-0.26596,1.332467,0.995545,-0.273133,2.715465,2.342165,-0.533809,1.821407,1.961644,-0.412,NOTCONVERGED,,,6.681242,6.078539
-1,0,-8,-14,2.147986,1.344944,-0.359532,1.186435,0.930882,-0.260003,2.361361,2.199804,-0.521215,1.700008,1.911849,-0.407997,CONVERGED,,,7.39579,6.387479
1,0,-8,-14,2.073612,1.285965,-0.362262,1.195335,0.934372,-0.260725,2.369541,2.196568,-0.520253,1.70736,1.915514,-0.408438,CONVERGED,,,7.345848,6.332419
3,0,-8,-14,1.969934,1.21238,-0.360316,1.206131,0.938367,-0.261293,2.380242,2.191886,-0.51875,1.717852,1.9207,-0.409026,CONVERGED,,,7.274159,6.263333
5,0,-8,-14,1.85197,1.132201,-0.356097,1.219785,0.944006,-0.262538,2.393727,2.188044,-0.517814,1.729453,1.926882,-0.409905,CONVERGED,,,7.194935,6.191133
-5,-10,-6,-14,0.761955,0.811204,-0.281321,0.545766,0.697146,-0.223056,2.655786,2.238643,-0.53177,2.140393,2.151982,-0.436743,NOTCONVERGED,,,6.1039,5.898975
-3,-10,-6,-14,0.82537,0.790243,-0.270257,0.548987,0.699418,-0.223474,2.57427,2.187696,-0.526219,2.120695,2.146287,-0.436618,NOTCONVERGED,,,6.069322,5.823644
-1,-10,-6,-14,2.147042,1.350727,-0.362526,0.620452,0.758888,-0.235397,2.233826,2.056955,-0.514643,1.849088,2.010841,-0.420499,NOTCONVERGED,,,6.850408,6.177411
1,-10,-6,-14,2.096947,1.309765,-0.370934,1.127759,1.001009,-0.231642,2.243314,2.065414,-0.516885,1.756525,1.958521,-0.415778,NOTCONVERGED,,,7.224545,6.334709
3,-10,-6,-14,1.96421,1.215697,-0.362858,0.643176,0.771162,-0.237751,2.254811,2.052384,-0.512832,1.856854,2.01217,-0.420263,NOTCONVERGED,,,6.719051,6.051413
5,-10,-6,-14,1.8487,1.134328,-0.358291,0.600056,0.745129,-0.23401,2.27584,2.052832,-0.512476,1.902399,2.040484,-0.424046,NOTCONVERGED,,,6.626995,5.972773
-5,-8,-6,-14,0.773185,0.822236,-0.283643,1.174597,0.979208,-0.229664,2.62591,2.236407,-0.533427,1.893755,2.00144,-0.417349,NOTCONVERGED,,,6.467447,6.039291
-3,-8,-6,-14,0.858086,0.817725,-0.277971,1.540536,1.1932,-0.264254,2.55789,2.202269,-0.5318,1.825148,1.99205,-0.418388,NOTCONVERGED,,,6.78166,6.205244
-1,-8,-6,-14,2.210369,1.391273,-0.374582,1.496445,1.201905,-0.271687,2.244347,2.083198,-0.522012,1.686254,1.937158,-0.414226,CONVERGED,,,7.637415,6.613534
1,-8,-6,-14,2.127304,1.326851,-0.376245,1.501031,1.201498,-0.271104,2.254759,2.081481,-0.521249,1.694736,1.94089,-0.41445,CONVERGED,,,7.57783,6.55072
3,-8,-6,-14,2.016078,1.248296,-0.373118,1.507592,1.201664,-0.27092,2.267726,2.078989,-0.52004,1.706066,1.946292,-0.415021,CONVERGED,,,7.497462,6.475241
5,-8,-6,-14,1.893631,1.164693,-0.368293,1.515742,1.202502,-0.270778,2.284021,2.077957,-0.519521,1.718818,1.952985,-0.415979,CONVERGED,,,7.412212,6.398137
-5,-6,-6,-14,0.785299,0.834988,-0.288387,1.585309,1.203506,-0.281031,2.645586,2.258574,-0.538973,1.825245,1.987443,-0.416896,CONVERGED,,,6.841439,6.284511
-3,-6,-6,-14,0.858342,0.818047,-0.278052,1.57569,1.198681,-0.280251,2.55765,2.203154,-0.532286,1.817655,1.988134,-0.417784,NOTCONVERGED,,,6.809337,6.208016
-1,-6,-6,-14,2.20283,1.388914,-0.373928,1.449166,1.153478,-0.273839,2.237095,2.07723,-0.520441,1.689879,1.93316,-0.412975,CONVERGED,,,7.57897,6.552782
1,-6,-6,-14,2.11778,1.323217,-0.374939,1.457321,1.155414,-0.274024,2.248061,2.075823,-0.519745,1.699025,1.938107,-0.41372,CONVERGED,,,7.522187,6.492561
3,-6,-6,-14,2.008913,1.245902,-0.372443,1.469096,1.159254,-0.274848,2.262504,2.074825,-0.519104,1.709637,1.943583,-0.414365,CONVERGED,,,7.45015,6.423564
5,-6,-6,-14,1.886371,1.162029,-0.367475,1.479384,1.161629,-0.274932,2.278513,2.073407,-0.51838,1.721653,1.949675,-0.415132,CONVERGED,,,7.365921,6.34674
-5,-4,-6,-14,0.782178,0.832346,-0.287367,1.527973,1.150033,-0.28257,2.636467,2.251573,-0.537445,1.829446,1.982773,-0.415718,NOTCONVERGED,,,6.776064,6.216725
-3,-4,-6,-14,0.857838,0.816152,-0.276758,1.517507,1.144851,-0.281795,2.546816,2.195099,-0.530525,1.82201,1.983754,-0.416746,NOTCONVERGED,,,6.744171,6.139856
-1,-4,-6,-14,2.191459,1.384235,-0.372377,1.376488,1.088146,-0.271734,2.231077,2.071838,-0.519354,1.697901,1.930327,-0.412099,CONVERGED,,,7.496925,6.474546
1,-4,-6,-14,2.107273,1.319152,-0.373779,1.38598,1.091372,-0.272354,2.241471,2.069949,-0.518403,1.705323,1.933422,-0.4121,CONVERGED,,,7.440047,6.413895
3,-4,-6,-14,1.996911,1.241011,-0.370775,1.396366,1.094385,-0.272681,2.255266,2.068192,-0.517513,1.716677,1.939683,-0.413188,CONVERGED,,,7.36522,6.343271
5,-4,-6,-14,1.87508,1.157446,-0.365893,1.40942,1.098677,-0.273341,2.270495,2.065979,-0.516284,1.729089,1.945986,-0.413933,CONVERGED,,,7.284084,6.268088
-5,-2,-6,-14,0.779396,0.828836,-0.285885,1.446205,1.081368,-0.279969,2.625642,2.243109,-0.535817,1.837729,1.978416,-0.414658,NOTCONVERGED,,,6.688972,6.131729
-3,-2,-6,-14,0.855447,0.812907,-0.275156,1.43543,1.075856,-0.278972,2.534827,2.185757,-0.528443,1.829543,1.979074,-0.415613,NOTCONVERGED,,,6.655247,6.053594
-1,-2,-6,-14,2.178947,1.379511,-0.370942,1.291331,1.01485,-0.267293,2.22122,2.062981,-0.516963,1.707122,1.926903,-0.411025,CONVERGED,,,7.39862,6.384245
3,-2,-6,-14,1.984087,1.23594,-0.369181,1.312208,1.022184,-0.268465,2.245985,2.059842,-0.515251,1.725675,1.935784,-0.411895,CONVERGED,,,7.267955,6.25375
5,-2,-6,-14,1.862481,1.152245,-0.36418,1.325487,1.027065,-0.26938,2.262149,2.058355,-0.514373,1.737447,1.941548,-0.412531,CONVERGED,,,7.187564,6.179213
-5,0,-6,-14,0.776119,0.824915,-0.284171,1.355177,1.007016,-0.275817,2.611228,2.232384,-0.533463,1.845942,1.972997,-0.413351,CONVERGED,,,6.588466,6.037312
-3,0,-6,-14,0.851937,0.808887,-0.273099,1.342498,1.00029,-0.274177,2.524675,2.177423,-0.526702,1.838074,1.973256,-0.414002,NOTCONVERGED,,,6.557184,5.959856
-1,0,-6,-14,2.166325,1.374571,-0.369498,1.199847,0.93765,-0.261604,2.212749,2.055264,-0.514982,1.71656,1.922442,-0.409555,CONVERGED,,,7.295481,6.289927
1,0,-6,-14,2.080191,1.308281,-0.370282,1.208702,0.940816,-0.26204,2.222636,2.05295,-0.513892,1.725469,1.926795,-0.410071,CONVERGED,,,7.236998,6.228842
3,0,-6,-14,1.971991,1.230774,-0.367466,1.220419,0.945279,-0.262822,2.238135,2.052598,-0.513457,1.735725,1.931622,-0.410534,NOTCONVERGED,,,7.16627,6.160273
5,0,-6,-14,1.849325,1.146594,-0.362192,1.233498,0.950456,-0.263843,2.254066,2.050857,-0.512545,1.746612,1.936612,-0.410992,CONVERGED,,,7.083501,6.084519
-5,-10,-4,-14,0.790515,0.837573,-0.288826,0.5462,0.697263,-0.223191,2.448785,2.064434,-0.521987,2.168988,2.169426,-0.439442,NOTCONVERGED,,,5.954488,5.768696
-3,-10,-4,-14,0.87395,0.824187,-0.278163,0.548815,0.700291,-0.224066,2.370386,2.016296,-0.515843,2.142846,2.160651,-0.43877,NOTCONVERGED,,,5.935997,5.701425
-1,-10,-4,-14,2.16338,1.379844,-0.372371,0.617345,0.758313,-0.236158,2.075963,1.905892,-0.505802,1.87464,2.027648,-0.423161,NOTCONVERGED,,,6.731328,6.071697
1,-10,-4,-14,2.098625,1.330427,-0.378565,1.082408,0.97641,-0.230582,2.083941,1.911786,-0.507521,1.783591,1.971114,-0.416913,NOTCONVERGED,,,7.048565,6.189737
3,-10,-4,-14,1.965791,1.233928,-0.370036,0.626317,0.763132,-0.237662,2.103332,1.906248,-0.504634,1.892128,2.035191,-0.423686,NOTCONVERGED,,,6.587568,5.938499
5,-10,-4,-14,1.845792,1.149019,-0.364629,0.595405,0.741918,-0.233687,2.125292,1.908577,-0.504413,1.933411,2.059756,-0.427019,NOTCONVERGED,,,6.4999,5.85927
-5,-8,-4,-14,0.810013,0.851907,-0.291476,1.187497,0.986469,-0.231072,2.411787,2.056607,-0.522471,1.912658,2.014781,-0.419557,NOTCONVERGED,,,6.321955,5.909764
-3,-8,-4,-14,0.9265,0.859008,-0.286005,1.538414,1.191044,-0.263708,2.340011,2.020233,-0.519494,1.840521,2.002756,-0.420119,NOTCONVERGED,,,6.645446,6.073041
-1,-8,-4,-14,2.225592,1.420824,-0.384402,1.506595,1.205643,-0.271958,2.081205,1.926592,-0.512478,1.705205,1.948738,-0.41568,CONVERGED,,,7.518597,6.501797
1,-8,-4,-14,2.131536,1.349592,-0.38438,1.512721,1.20571,-0.271803,2.093705,1.9267,-0.5118,1.716417,1.954974,-0.416725,CONVERGED,,,7.454379,6.436976
3,-8,-4,-14,2.016898,1.267859,-0.380867,1.51872,1.205538,-0.271235,2.109112,1.92697,-0.511099,1.72702,1.959305,-0.416898,CONVERGED,,,7.37175,6.359672
5,-8,-4,-14,1.889278,1.180026,-0.375035,1.524967,1.205013,-0.270935,2.127516,1.927856,-0.510594,1.739921,1.96529,-0.417505,CONVERGED,,,7.281682,6.278185
-5,-6,-4,-14,0.822578,0.86552,-0.296554,1.595783,1.208045,-0.281801,2.425951,2.073986,-0.527009,1.845086,2.001604,-0.419334,NOTCONVERGED,,,6.689398,6.149155
-3,-6,-4,-14,0.931085,0.86096,-0.285926,1.582375,1.201927,-0.281018,2.337962,2.020043,-0.519671,1.831903,1.999421,-0.419807,NOTCONVERGED,,,6.683325,6.082351
-1,-6,-4,-14,2.217745,1.418209,-0.383728,1.46184,1.158974,-0.27473,2.074923,1.921545,-0.511181,1.708811,1.945231,-0.414709,CONVERGED,,,7.463319,6.443959
1,-6,-4,-14,2.123913,1.346764,-0.383474,1.471168,1.161481,-0.275104,2.087712,1.921807,-0.510494,1.718738,1.95058,-0.415502,CONVERGED,,,7.401531,6.380632
