#nWings;aws;awa;alpha0;alpha1;alpha2;alpha3;center0;center1;center2;center3;backgroundMesh;profileMesh0;profileMesh1;profileMesh2;profileMesh3;targetMesh;targetCase;Account;cores;walltime;DirName;jobNameID;Cx0Mean;Cx0Var;Cy0Mean;Cy0Var;Cm0Mean;Cm0Var; Cx1Mean;Cx1Var;Cy1Mean;Cy1Var;Cm1Mean;Cm1Var; Cx2Mean;Cx2Var;Cy2Mean;Cy2Var;Cm2Mean;Cm2Var; Cx3Mean;Cx3Var;Cy3Mean;Cy3Var;Cm3Mean;Cm3Var;;;;Total ;1284
4;7.7;51.3;1;-2;0;-12;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID74;Case3_Run1000to1249_ID74;2.089283;0.000346;1.37927;0.000246;-0.396508;0.00011;1.352442;4.70E-05;1.055837;0.000111;-0.278237;5.00E-05;1.710783;0.000239;1.568744;0.00031;-0.477188;0.000217;1.681484;0.000407;1.854021;0.000523;-0.4142;0.000231;CONVERGED;;;;
4;7.7;51.3;3;-2;0;-12;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID75;Case3_Run1000to1249_ID75;1.964408;0.000151;1.288286;0.000248;-0.390757;0.000128;1.366274;0.000128;1.060949;0.000189;-0.279265;0.0001;1.73212;0.000121;1.575685;0.000141;-0.477651;8.10E-05;1.69316;0.000259;1.860049;0.000348;-0.414893;0.000174;CONVERGED;;;;
4;7.7;51.3;5;-2;0;-12;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID76;Case3_Run1000to1249_ID76;1.832337;0.000499;1.193812;0.000506;-0.383674;0.000316;1.380156;8.50E-05;1.065839;0.000173;-0.280092;7.70E-05;1.754716;0.000161;1.582584;0.000114;-0.478056;4.00E-05;1.704701;0.000255;1.864985;0.000353;-0.415112;0.000174;CONVERGED;;;;
4;7.7;51.3;-5;0;0;-12;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID77;Case3_Run1000to1249_ID77;0.918216;0.001182;0.92698;0.001082;-0.306466;0.000538;1.38909;0.000137;1.03585;0.000187;-0.284736;9.50E-05;1.933176;0.000682;1.666426;0.00048;-0.487253;0.00019;1.806258;0.000145;1.903244;0.000333;-0.418174;0.000171;NOTCONVERGED;;;;
4;7.7;51.3;-3;0;0;-12;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID78;Case3_Run1000to1249_ID78;2.266282;0.000173;1.524006;0.000277;-0.395406;0.000113;1.236389;0.000171;0.968059;0.000135;-0.270695;4.70E-05;1.673453;0.000412;1.553584;0.000692;-0.475479;0.000628;1.675417;0.000127;1.842653;8.40E-05;-0.411872;2.40E-05;CONVERGED;;;;
4;7.7;51.3;-1;0;0;-12;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID79;Case3_Run1000to1249_ID79;2.185074;0.000288;1.456226;0.000353;-0.397447;0.000164;1.246228;0.000134;0.971896;0.000146;-0.271502;6.30E-05;1.686695;0.000343;1.557536;0.000516;-0.475424;0.000432;1.682617;0.000272;1.846175;0.00041;-0.412194;0.000158;CONVERGED;;;;
4;7.7;51.3;1;0;0;-12;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID80;Case3_Run1000to1249_ID80;2.075777;0.000692;1.373151;0.000455;-0.394627;0.000224;1.25851;0.000192;0.976834;0.000234;-0.272548;0.000127;1.705847;0.000118;1.564207;0.000131;-0.476065;9.60E-05;1.692836;0.000202;1.851463;0.000384;-0.412856;0.000162;CONVERGED;;;;
4;7.7;51.3;3;0;0;-12;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID81;Case3_Run1000to1249_ID81;1.951273;0.000241;1.282483;0.000243;-0.389006;0.000139;1.271397;7.60E-05;0.981767;0.000188;-0.273465;0.000102;1.725784;0.000116;1.569966;0.000117;-0.475947;4.30E-05;1.703773;0.000157;1.856771;0.00022;-0.413452;0.000107;CONVERGED;;;;
4;7.7;51.3;5;0;0;-12;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID82;Case3_Run1000to1249_ID82;1.818299;9.80E-05;1.187622;0.000171;-0.38161;9.70E-05;1.28538;8.00E-05;0.987068;0.000165;-0.274425;9.40E-05;1.74754;0.000149;1.576127;0.000172;-0.476007;7.90E-05;1.71615;9.30E-05;1.862999;0.000243;-0.414244;0.000129;CONVERGED;;;;
4;7.7;51.3;-3;-10;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID83;Case3_Run1000to1249_ID83;0.760757;0.000703;0.737957;0.000837;-0.253987;0.00043;0.648385;0.009793;0.798822;0.012453;-0.250601;0.004177;2.843304;0.001537;2.447235;0.001355;-0.52487;0.000548;1.754076;0.01179;1.812402;0.020824;-0.414736;0.009795;NOTCONVERGED;;;;
4;7.7;51.3;-1;-10;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID84;Case3_Run1000to1249_ID84;2.150031;0.00028;1.330346;0.000191;-0.353993;0.000105;1.527035;0.000488;1.278307;0.00028;-0.279238;9.10E-05;2.497096;0.0006;2.343099;0.00082;-0.526925;0.000518;1.438935;0.000285;1.660336;0.000392;-0.400813;0.00022;CONVERGED;;;;
4;7.7;51.3;1;-10;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID85;Case3_Run1000to1249_ID85;2.085451;0.000285;1.277291;0.000355;-0.358492;0.000197;1.531509;0.000323;1.278081;0.000318;-0.278952;0.000142;2.501596;0.000294;2.337457;0.000376;-0.525578;0.000137;1.44605;0.000261;1.664219;0.000484;-0.40116;0.000237;CONVERGED;;;;
4;7.7;51.3;3;-10;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID86;Case3_Run1000to1249_ID86;1.984129;0.000114;1.206436;0.000246;-0.357323;0.000136;1.532397;0.000606;1.274681;0.000439;-0.277802;0.000171;2.509383;0.000243;2.329992;0.000384;-0.523802;0.00015;1.457495;0.000132;1.670621;0.00019;-0.401883;0.00011;CONVERGED;;;;
4;7.7;51.3;-5;-8;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID87;Case3_Run1000to1249_ID87;0.735992;0.000506;0.786787;0.000487;-0.273258;0.000139;1.623469;0.000189;1.282484;0.00025;-0.288941;0.000128;2.97525;0.001509;2.557112;0.001633;-0.541261;0.000832;1.57602;0.000395;1.723622;0.000522;-0.405461;0.000238;NOTCONVERGED;;;;
4;7.7;51.3;-3;-8;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID88;Case3_Run1000to1249_ID88;0.78579;0.000651;0.761052;0.000457;-0.261908;0.000188;1.61882;0.000122;1.279712;0.000244;-0.288483;0.000112;2.879489;0.001346;2.495857;0.001046;-0.536404;0.0004;1.572696;0.000254;1.725371;0.000439;-0.406607;0.000214;NOTCONVERGED;;;;
4;7.7;51.3;-1;-8;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID89;Case3_Run1000to1249_ID89;2.146072;0.000229;1.329458;0.000399;-0.353893;0.000192;1.507163;0.000115;1.246382;0.00024;-0.286141;0.000118;2.491973;0.000219;2.339149;0.000382;-0.525928;0.000172;1.440693;0.000119;1.658723;0.000368;-0.400071;0.000204;CONVERGED;;;;
4;7.7;51.3;1;-8;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID90;Case3_Run1000to1249_ID90;2.080164;0.000227;1.275814;0.00028;-0.358049;0.000147;1.512226;0.000118;1.246712;0.000219;-0.28581;0.000112;2.496883;0.00031;2.333852;0.000579;-0.524809;0.000264;1.447733;0.000252;1.662705;0.000236;-0.40053;0.000117;CONVERGED;;;;
4;7.7;51.3;3;-8;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID91;Case3_Run1000to1249_ID91;1.979642;0.000266;1.20499;0.000355;-0.356849;0.000218;1.521213;9.20E-05;1.248777;0.000217;-0.285915;0.00013;2.505353;0.00035;2.326909;0.000418;-0.523077;0.000191;1.457972;0.000111;1.668477;0.000344;-0.401106;0.000187;CONVERGED;;;;
4;7.7;51.3;5;-8;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID92;Case3_Run1000to1249_ID92;1.86427;0.000133;1.127011;0.000248;-0.353225;0.000131;1.531951;0.00012;1.25135;0.000306;-0.286232;0.000153;2.516602;0.000241;2.320389;0.000451;-0.521658;0.000197;1.470804;0.00024;1.676351;0.000343;-0.402293;0.00018;CONVERGED;;;;
4;7.7;51.3;-5;-6;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID93;Case3_Run1000to1249_ID93;0.733502;0.000508;0.784274;0.000777;-0.272246;0.000397;1.588596;0.000271;1.241783;0.00025;-0.294288;0.000123;2.96802;0.001274;2.551709;0.001423;-0.540313;0.000649;1.579392;0.000185;1.72184;0.000329;-0.404694;0.000141;NOTCONVERGED;;;;
4;7.7;51.3;-3;-6;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID94;Case3_Run1000to1249_ID94;0.785291;0.000676;0.759727;0.000869;-0.261232;0.000447;1.581642;0.000368;1.237717;0.000438;-0.29361;0.000202;2.870493;0.001681;2.489692;0.001624;-0.535689;0.000584;1.576016;0.000282;1.723394;0.000361;-0.405788;0.00016;NOTCONVERGED;;;;
4;7.7;51.3;-1;-6;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID95;Case3_Run1000to1249_ID95;2.13737;0.000207;1.326429;0.000376;-0.352925;0.0002;1.443027;9.60E-05;1.184398;0.000188;-0.285522;0.00012;2.484117;0.000157;2.332073;0.000317;-0.5243;0.000219;1.448625;0.000131;1.658458;0.000323;-0.399188;0.000196;CONVERGED;;;;
4;7.7;51.3;1;-6;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID96;Case3_Run1000to1249_ID96;2.070385;0.000286;1.272154;0.000412;-0.356913;0.000232;1.450053;0.000139;1.186222;0.00032;-0.285687;0.000165;2.489357;0.000195;2.327172;0.0004;-0.523292;0.00021;1.456141;0.000227;1.663282;0.000247;-0.400012;0.00013;CONVERGED;;;;
4;7.7;51.3;3;-6;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID97;Case3_Run1000to1249_ID97;1.970327;0.000107;1.201626;0.000192;-0.355852;9.80E-05;1.460697;0.000134;1.189546;0.000215;-0.286164;0.00012;2.497869;0.000369;2.320339;0.000561;-0.521597;0.000254;1.466265;0.000251;1.669071;0.000527;-0.400647;0.000298;CONVERGED;;;;
4;7.7;51.3;5;-6;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID98;Case3_Run1000to1249_ID98;1.854456;0.000248;1.123249;0.000252;-0.351923;0.00015;1.472823;0.000168;1.193423;0.000226;-0.28679;0.000129;2.50913;0.000147;2.313732;0.000326;-0.520124;0.00014;1.478441;0.000242;1.6763;0.000236;-0.401619;0.000117;CONVERGED;;;;
4;7.7;51.3;-5;-4;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID99;Case3_Run1000to1249_ID99;0.731058;0.00063;0.781205;0.0007;-0.270914;0.000289;1.514973;0.000133;1.175495;0.000328;-0.292906;0.000171;2.956985;0.002804;2.543021;0.002771;-0.539053;0.001294;1.58886;0.000211;1.721594;0.00019;-0.4041;8.40E-05;NOTCONVERGED;;;;
4;7.7;51.3;-3;-4;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID100;Case3_Run1000to1249_ID100;0.782723;0.000869;0.756657;0.000969;-0.259656;0.000474;1.50852;0.000213;1.171887;0.000229;-0.292327;0.000119;2.858341;0.000943;2.479852;0.001343;-0.533552;0.000711;1.584275;0.000195;1.722202;0.000477;-0.404801;0.000214;NOTCONVERGED;;;;
4;7.7;51.3;-1;-4;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID101;Case3_Run1000to1249_ID101;2.126212;0.000121;1.322152;0.000277;-0.351488;0.000148;1.361527;0.00014;1.110744;0.00021;-0.28167;0.000114;2.474786;0.000247;2.323973;0.000428;-0.52253;0.000212;1.459221;0.000143;1.658893;0.000413;-0.39833;0.000229;CONVERGED;;;;
4;7.7;51.3;1;-4;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID102;Case3_Run1000to1249_ID102;2.058586;0.000164;1.267689;0.000294;-0.355514;0.000171;1.369387;9.60E-05;1.113279;0.000286;-0.282024;0.000175;2.479933;0.000233;2.318542;0.000341;-0.52127;0.000141;1.466672;0.000165;1.663399;0.000296;-0.399025;0.000176;CONVERGED;;;;
4;7.7;51.3;3;-4;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID103;Case3_Run1000to1249_ID103;1.957849;0.000194;1.196498;0.000232;-0.35406;0.000116;1.380704;0.000145;1.117178;0.000261;-0.282634;0.000164;2.48913;0.000206;2.312001;0.000456;-0.519575;0.000182;1.478413;0.000131;1.67111;0.000194;-0.400447;0.000106;CONVERGED;;;;
4;7.7;51.3;5;-4;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID104;Case3_Run1000to1249_ID104;1.842488;7.10E-05;1.118392;0.000186;-0.350286;0.000118;1.39278;9.00E-05;1.121372;0.000152;-0.28323;9.70E-05;2.499244;0.000273;2.304331;0.000448;-0.517646;0.000209;1.488615;0.000128;1.675935;0.000267;-0.400484;0.000125;CONVERGED;;;;
4;7.7;51.3;-5;-2;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID105;Case3_Run1000to1249_ID105;0.726792;0.000356;0.777136;0.000682;-0.269253;0.000369;1.426821;0.000105;1.10011;0.000177;-0.288965;0.000103;2.944188;0.000918;2.532968;0.00119;-0.537148;0.000574;1.600468;0.000294;1.721379;0.00038;-0.403366;0.000154;NOTCONVERGED;;;;
4;7.7;51.3;-3;-2;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID106;Case3_Run1000to1249_ID106;0.781145;0.000486;0.754061;0.000381;-0.258155;0.000157;1.41935;0.000106;1.095871;0.000205;-0.288098;0.000102;2.844436;0.000825;2.469119;0.000737;-0.531734;0.000363;1.596179;0.000215;1.722462;0.000386;-0.404266;0.000181;CONVERGED;;;;
4;7.7;51.3;-1;-2;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID107;Case3_Run1000to1249_ID107;2.114313;0.000197;1.317754;0.000388;-0.350222;0.000205;1.271581;0.000132;1.031546;0.000243;-0.276095;0.000147;2.464902;0.000298;2.31495;0.00043;-0.520412;0.000178;1.471862;0.000278;1.660207;0.000317;-0.397796;0.000166;CONVERGED;;;;
4;7.7;51.3;1;-2;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID108;Case3_Run1000to1249_ID108;2.045481;0.000505;1.262397;0.000499;-0.353765;0.000262;1.278699;0.000158;1.03376;0.000254;-0.276247;0.000162;2.470836;0.000282;2.309995;0.000356;-0.519374;0.000237;1.479255;0.000274;1.664586;0.000432;-0.398424;0.000219;CONVERGED;;;;
4;7.7;51.3;3;-2;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID109;Case3_Run1000to1249_ID109;1.945605;0.000254;1.191782;0.000371;-0.3526;0.000211;1.290746;0.000271;1.038495;0.000272;-0.277133;0.000145;2.479204;0.000644;2.30324;0.000913;-0.517647;0.000442;1.489295;0.000218;1.670326;0.000203;-0.399042;9.00E-05;CONVERGED;;;;
4;7.7;51.3;5;-2;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID110;Case3_Run1000to1249_ID110;1.83051;0.000349;1.113748;0.000443;-0.348789;0.000272;1.304496;0.000135;1.044183;0.000183;-0.278399;0.000104;2.490601;0.000218;2.296759;0.000296;-0.516171;0.000122;1.500672;0.000213;1.676945;0.000364;-0.399975;0.000201;CONVERGED;;;;
4;7.7;51.3;-3;0;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID111;Case3_Run1000to1249_ID111;0.777788;0.000981;0.750499;0.000944;-0.256616;0.000481;1.322665;0.000135;1.015179;0.000255;-0.282368;0.000143;2.83014;0.000782;2.457708;0.000945;-0.529607;0.000391;1.608948;0.000339;1.72221;0.000434;-0.403484;0.000232;CONVERGED;;;;
4;7.7;51.3;-1;0;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID112;Case3_Run1000to1249_ID112;2.101905;0.000312;1.312823;0.000443;-0.348686;0.000179;1.174397;0.000209;0.947661;0.000312;-0.268771;0.000167;2.454825;0.000574;2.305772;0.000644;-0.518345;0.000348;1.484952;0.000202;1.66085;0.000395;-0.396898;0.000162;CONVERGED;;;;
4;7.7;51.3;1;0;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID113;Case3_Run1000to1249_ID113;2.032521;0.000172;1.257611;0.000242;-0.352379;0.000132;1.183198;0.000109;0.951491;0.000218;-0.269653;0.000123;2.459471;0.000313;2.299865;0.000364;-0.516872;0.000161;1.492183;7.90E-05;1.665194;0.000261;-0.397547;0.000141;CONVERGED;;;;
4;7.7;51.3;3;0;-10;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID114;Case3_Run1000to1249_ID114;1.932323;0.000126;1.186547;0.000235;-0.350941;0.000132;1.195238;0.000192;0.956516;0.000264;-0.270633;0.000161;2.46936;0.000149;2.294319;0.000294;-0.515677;0.000134;1.502883;0.000184;1.671742;0.000297;-0.398641;0.000135;CONVERGED;;;;
4;7.7;51.3;-5;-10;-8;-10;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run1000to1249/ID115;Case3_Run1000to1249_ID115;0.731326;0.000647;0.781371;0.001048;-0.270489;0.000511;0.63245;0.008375;0.78567;0.010473;-0.247307;0.003501;2.77936;0.001321;2.36472;0.00118;-0.530681;0.000468;1.796654;0.013591;1.835031;0.023975;-0.417736;0.010963;NOTCONVERGED;;;;
